Extract Name	Comment [TCGA Barcode]	Material Type	Protocol REF	Assay Name	Protocol REF	Assay Name	Protocol REF	Assay Name	Comment [NCBI SRA Experiment Accession]	Annotation REF	Protocol REF	Data Transformation Name	Derived Data File REF	Comment [Genome reference]	Comment [NCBI dbGAP Experiment Accession]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Protocol REF	Data Transformation Name	Derived Data File	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]
803bb42f-e0f2-44b6-aebb-8f956646ecc7	TCGA-C8-A12U-01A-11R-A115-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	803bb42f-e0f2-44b6-aebb-8f956646ecc7 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	803bb42f-e0f2-44b6-aebb-8f956646ecc7 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	803bb42f-e0f2-44b6-aebb-8f956646ecc7 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-C8-A12U-01A-11R-A115-07 consensus_mRNA	UNCID_322174.TCGA-C8-A12U-01A-11R-A115-07.110607_UNC14-SN744_0124_AD0CVCABXX.2.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:gene_expression:IlluminaHiSeq_RNASeq:01	TCGA-C8-A12U-01A-11R-A115-07 gene_expression	UNCID_410968.TCGA-C8-A12U-01A-11R-A115-07.110607_UNC14-SN744_0124_AD0CVCABXX.2.trimmed.annotated.gene.quantification.txt	yes	Expression-Gene	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
803bb42f-e0f2-44b6-aebb-8f956646ecc7	TCGA-C8-A12U-01A-11R-A115-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	803bb42f-e0f2-44b6-aebb-8f956646ecc7 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	803bb42f-e0f2-44b6-aebb-8f956646ecc7 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	803bb42f-e0f2-44b6-aebb-8f956646ecc7 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-C8-A12U-01A-11R-A115-07 consensus_mRNA	UNCID_322174.TCGA-C8-A12U-01A-11R-A115-07.110607_UNC14-SN744_0124_AD0CVCABXX.2.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_expression:IlluminaHiSeq_RNASeq:01	TCGA-C8-A12U-01A-11R-A115-07 exon_expression	UNCID_411009.TCGA-C8-A12U-01A-11R-A115-07.110607_UNC14-SN744_0124_AD0CVCABXX.2.trimmed.annotated.translated_to_genomic.exon.quantification.txt	yes	Expression-Exon	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
803bb42f-e0f2-44b6-aebb-8f956646ecc7	TCGA-C8-A12U-01A-11R-A115-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	803bb42f-e0f2-44b6-aebb-8f956646ecc7 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	803bb42f-e0f2-44b6-aebb-8f956646ecc7 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	803bb42f-e0f2-44b6-aebb-8f956646ecc7 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-C8-A12U-01A-11R-A115-07 consensus_mRNA	UNCID_322174.TCGA-C8-A12U-01A-11R-A115-07.110607_UNC14-SN744_0124_AD0CVCABXX.2.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:splice_junction_expression:IlluminaHiSeq_RNASeq:01	TCGA-C8-A12U-01A-11R-A115-07 splice_junction_expression	UNCID_410948.TCGA-C8-A12U-01A-11R-A115-07.110607_UNC14-SN744_0124_AD0CVCABXX.2.trimmed.annotated.translated_to_genomic.spljxn.quantification.txt	yes	Expression-Junction	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
747f56be-2fdd-4eb8-99a7-34afd923d8e1	TCGA-AR-A1AQ-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	747f56be-2fdd-4eb8-99a7-34afd923d8e1 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	747f56be-2fdd-4eb8-99a7-34afd923d8e1 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	747f56be-2fdd-4eb8-99a7-34afd923d8e1 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AQ-01A-11R-A12P-07 consensus_mRNA	UNCID_436178.TCGA-AR-A1AQ-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.5.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:gene_expression:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AQ-01A-11R-A12P-07 gene_expression	UNCID_441045.TCGA-AR-A1AQ-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.5.trimmed.annotated.gene.quantification.txt	yes	Expression-Gene	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
747f56be-2fdd-4eb8-99a7-34afd923d8e1	TCGA-AR-A1AQ-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	747f56be-2fdd-4eb8-99a7-34afd923d8e1 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	747f56be-2fdd-4eb8-99a7-34afd923d8e1 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	747f56be-2fdd-4eb8-99a7-34afd923d8e1 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AQ-01A-11R-A12P-07 consensus_mRNA	UNCID_436178.TCGA-AR-A1AQ-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.5.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_expression:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AQ-01A-11R-A12P-07 exon_expression	UNCID_441185.TCGA-AR-A1AQ-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.5.trimmed.annotated.translated_to_genomic.exon.quantification.txt	yes	Expression-Exon	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
747f56be-2fdd-4eb8-99a7-34afd923d8e1	TCGA-AR-A1AQ-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	747f56be-2fdd-4eb8-99a7-34afd923d8e1 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	747f56be-2fdd-4eb8-99a7-34afd923d8e1 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	747f56be-2fdd-4eb8-99a7-34afd923d8e1 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AQ-01A-11R-A12P-07 consensus_mRNA	UNCID_436178.TCGA-AR-A1AQ-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.5.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:splice_junction_expression:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AQ-01A-11R-A12P-07 splice_junction_expression	UNCID_441148.TCGA-AR-A1AQ-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.5.trimmed.annotated.translated_to_genomic.spljxn.quantification.txt	yes	Expression-Junction	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
cffc0fe5-533f-46f8-a54a-2e09c392767d	TCGA-BH-A0HA-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	cffc0fe5-533f-46f8-a54a-2e09c392767d reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	cffc0fe5-533f-46f8-a54a-2e09c392767d library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	cffc0fe5-533f-46f8-a54a-2e09c392767d RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0HA-01A-11R-A12P-07 consensus_mRNA	UNCID_429771.TCGA-BH-A0HA-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.8.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:gene_expression:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0HA-01A-11R-A12P-07 gene_expression	UNCID_435567.TCGA-BH-A0HA-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.8.trimmed.annotated.gene.quantification.txt	yes	Expression-Gene	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
cffc0fe5-533f-46f8-a54a-2e09c392767d	TCGA-BH-A0HA-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	cffc0fe5-533f-46f8-a54a-2e09c392767d reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	cffc0fe5-533f-46f8-a54a-2e09c392767d library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	cffc0fe5-533f-46f8-a54a-2e09c392767d RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0HA-01A-11R-A12P-07 consensus_mRNA	UNCID_429771.TCGA-BH-A0HA-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.8.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_expression:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0HA-01A-11R-A12P-07 exon_expression	UNCID_435700.TCGA-BH-A0HA-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.8.trimmed.annotated.translated_to_genomic.exon.quantification.txt	yes	Expression-Exon	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
cffc0fe5-533f-46f8-a54a-2e09c392767d	TCGA-BH-A0HA-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	cffc0fe5-533f-46f8-a54a-2e09c392767d reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	cffc0fe5-533f-46f8-a54a-2e09c392767d library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	cffc0fe5-533f-46f8-a54a-2e09c392767d RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0HA-01A-11R-A12P-07 consensus_mRNA	UNCID_429771.TCGA-BH-A0HA-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.8.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:splice_junction_expression:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0HA-01A-11R-A12P-07 splice_junction_expression	UNCID_435571.TCGA-BH-A0HA-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.8.trimmed.annotated.translated_to_genomic.spljxn.quantification.txt	yes	Expression-Junction	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
b7f491a9-eddf-43b1-9baf-862db2d50383	TCGA-A7-A13E-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	b7f491a9-eddf-43b1-9baf-862db2d50383 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	b7f491a9-eddf-43b1-9baf-862db2d50383 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	b7f491a9-eddf-43b1-9baf-862db2d50383 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-A7-A13E-01A-11R-A12P-07 consensus_mRNA	UNCID_435982.TCGA-A7-A13E-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.2.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:gene_expression:IlluminaHiSeq_RNASeq:01	TCGA-A7-A13E-01A-11R-A12P-07 gene_expression	UNCID_441194.TCGA-A7-A13E-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.2.trimmed.annotated.gene.quantification.txt	yes	Expression-Gene	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
b7f491a9-eddf-43b1-9baf-862db2d50383	TCGA-A7-A13E-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	b7f491a9-eddf-43b1-9baf-862db2d50383 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	b7f491a9-eddf-43b1-9baf-862db2d50383 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	b7f491a9-eddf-43b1-9baf-862db2d50383 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-A7-A13E-01A-11R-A12P-07 consensus_mRNA	UNCID_435982.TCGA-A7-A13E-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.2.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_expression:IlluminaHiSeq_RNASeq:01	TCGA-A7-A13E-01A-11R-A12P-07 exon_expression	UNCID_441219.TCGA-A7-A13E-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.2.trimmed.annotated.translated_to_genomic.exon.quantification.txt	yes	Expression-Exon	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
b7f491a9-eddf-43b1-9baf-862db2d50383	TCGA-A7-A13E-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	b7f491a9-eddf-43b1-9baf-862db2d50383 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	b7f491a9-eddf-43b1-9baf-862db2d50383 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	b7f491a9-eddf-43b1-9baf-862db2d50383 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-A7-A13E-01A-11R-A12P-07 consensus_mRNA	UNCID_435982.TCGA-A7-A13E-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.2.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:splice_junction_expression:IlluminaHiSeq_RNASeq:01	TCGA-A7-A13E-01A-11R-A12P-07 splice_junction_expression	UNCID_441123.TCGA-A7-A13E-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.2.trimmed.annotated.translated_to_genomic.spljxn.quantification.txt	yes	Expression-Junction	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
fe8764cf-04ee-480d-96ce-09d0d388f4f6	TCGA-BH-A0BT-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	fe8764cf-04ee-480d-96ce-09d0d388f4f6 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	fe8764cf-04ee-480d-96ce-09d0d388f4f6 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	fe8764cf-04ee-480d-96ce-09d0d388f4f6 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0BT-01A-11R-A12P-07 consensus_mRNA	UNCID_430013.TCGA-BH-A0BT-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.4.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:gene_expression:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0BT-01A-11R-A12P-07 gene_expression	UNCID_435607.TCGA-BH-A0BT-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.4.trimmed.annotated.gene.quantification.txt	yes	Expression-Gene	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
fe8764cf-04ee-480d-96ce-09d0d388f4f6	TCGA-BH-A0BT-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	fe8764cf-04ee-480d-96ce-09d0d388f4f6 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	fe8764cf-04ee-480d-96ce-09d0d388f4f6 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	fe8764cf-04ee-480d-96ce-09d0d388f4f6 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0BT-01A-11R-A12P-07 consensus_mRNA	UNCID_430013.TCGA-BH-A0BT-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.4.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_expression:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0BT-01A-11R-A12P-07 exon_expression	UNCID_435710.TCGA-BH-A0BT-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.4.trimmed.annotated.translated_to_genomic.exon.quantification.txt	yes	Expression-Exon	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
fe8764cf-04ee-480d-96ce-09d0d388f4f6	TCGA-BH-A0BT-01A-11R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	fe8764cf-04ee-480d-96ce-09d0d388f4f6 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	fe8764cf-04ee-480d-96ce-09d0d388f4f6 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	fe8764cf-04ee-480d-96ce-09d0d388f4f6 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0BT-01A-11R-A12P-07 consensus_mRNA	UNCID_430013.TCGA-BH-A0BT-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.4.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:splice_junction_expression:IlluminaHiSeq_RNASeq:01	TCGA-BH-A0BT-01A-11R-A12P-07 splice_junction_expression	UNCID_435616.TCGA-BH-A0BT-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.4.trimmed.annotated.translated_to_genomic.spljxn.quantification.txt	yes	Expression-Junction	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
cff4a5bc-ba2b-47d6-8d36-6277ae991606	TCGA-AR-A1AW-01A-21R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	cff4a5bc-ba2b-47d6-8d36-6277ae991606 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	cff4a5bc-ba2b-47d6-8d36-6277ae991606 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	cff4a5bc-ba2b-47d6-8d36-6277ae991606 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AW-01A-21R-A12P-07 consensus_mRNA	UNCID_430058.TCGA-AR-A1AW-01A-21R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.1.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:gene_expression:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AW-01A-21R-A12P-07 gene_expression	UNCID_437609.TCGA-AR-A1AW-01A-21R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.1.trimmed.annotated.gene.quantification.txt	yes	Expression-Gene	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
cff4a5bc-ba2b-47d6-8d36-6277ae991606	TCGA-AR-A1AW-01A-21R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	cff4a5bc-ba2b-47d6-8d36-6277ae991606 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	cff4a5bc-ba2b-47d6-8d36-6277ae991606 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	cff4a5bc-ba2b-47d6-8d36-6277ae991606 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AW-01A-21R-A12P-07 consensus_mRNA	UNCID_430058.TCGA-AR-A1AW-01A-21R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.1.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_expression:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AW-01A-21R-A12P-07 exon_expression	UNCID_437937.TCGA-AR-A1AW-01A-21R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.1.trimmed.annotated.translated_to_genomic.exon.quantification.txt	yes	Expression-Exon	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
cff4a5bc-ba2b-47d6-8d36-6277ae991606	TCGA-AR-A1AW-01A-21R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	cff4a5bc-ba2b-47d6-8d36-6277ae991606 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	cff4a5bc-ba2b-47d6-8d36-6277ae991606 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	cff4a5bc-ba2b-47d6-8d36-6277ae991606 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AW-01A-21R-A12P-07 consensus_mRNA	UNCID_430058.TCGA-AR-A1AW-01A-21R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.1.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:splice_junction_expression:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AW-01A-21R-A12P-07 splice_junction_expression	UNCID_437617.TCGA-AR-A1AW-01A-21R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.1.trimmed.annotated.translated_to_genomic.spljxn.quantification.txt	yes	Expression-Junction	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
49c4166c-701a-4f53-8968-99aec3347214	TCGA-AR-A1AY-01A-21R-A12P-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeq:01	49c4166c-701a-4f53-8968-99aec3347214 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeq:01	49c4166c-701a-4f53-8968-99aec3347214 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeq:01	49c4166c-701a-4f53-8968-99aec3347214 RNA_Sequencing	->	https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/other/GAF/GAF_bundle/outputs/TCGA.Sept2010.09202010.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AY-01A-21R-A12P-07 consensus_mRNA	UNCID_436210.TCGA-AR-A1AY-01A-21R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.7.trimmed.annotated.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:gene_expression:IlluminaHiSeq_RNASeq:01	TCGA-AR-A1AY-01A-21R-A12P-07 gene_expression	UNCID_441009.TCGA-AR-A1AY-01A-21R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.7.trimmed.annotated.gene.quantification.txt	yes	Expression-Gene	Level 3	unc.edu_BRCA.IlluminaHiSeq_RNASeq.Level_3.1.2.0
