Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A10_543742
Composite Element REF	Signal
UGT2B17	3.51875519275976
CEACAM6	9.93849641161564
CERK	6.77714703594746
FXYD6	5.10440247567398
AP3S2	6.13632530557498
ZNF208	3.59708186313302
CARKL	4.63329093886585
HIST1H4E	4.38087769785685
GOT1	8.80973987230694
BBC3	5.33839853775109
CASP6	5.21150647386191
HOXA1	6.42298622664419
RCL1	5.57584919524775
RAB40B	8.4190428275616
PI4KB	5.89927080152596
LRRN2	4.03291306557632
B3GAT1	3.65232989536091
OAZ2	6.75776395351772
BET1L	4.64489849582287
NOC4L	5.8892512411942
FRY	3.78677802395238
C10orf12	3.60123419838055
AK3L1	8.37246815983516
FADS1	4.29074054955367
CSF3R	4.29537631069197
DKK2	3.11307937522673
POLR3K	6.99514304061002
LBX1	3.67495104548354
ATG2B	4.82449004031009
RHOT1	8.2879727174294
DARS	9.97890697706327
EPS8	5.42123532070214
OXT	4.04530306875696
C10orf56	5.19708857997707
ARL4A	9.28280620984457
CCDC64	4.49143881090475
DAD1	10.6466033138039
HERC2	6.86658940705653
HSD11B2	4.5481308218345
USE1	6.908806722763
FAM96B	9.4938537394317
HNMT	4.75813525860862
PCGF3	5.40324768508345
BSN	4.09544177405934
CAND1	7.69758250787535
ACTR10	10.0755966603359
NASP	6.30098270459989
C20orf4	6.42967503244905
ACSBG2	3.83781846608887
COL9A2	3.87914113023028
RWDD2A	5.47596282598992
PALLD	8.34855378916027
GPC5	3.69014113383473
CENTD2	4.56673926485168
TBL3	5.73679858934644
TLR1	4.37123385689486
LMO6	4.25915017030586
CCDC106	4.03930698228939
KPNA2	10.2043948740007
PARP16	5.69648972158755
PDIA3	9.61525278593214
MACROD1	5.62101311040715
SFRS1	7.79590420163718
DCP1A	5.62874888955023
TMCO3	4.36373988959738
NTN2L	3.47537671417563
CLN5	5.68760859151391
BIRC5	8.05662101348255
PRR16	4.46396757414909
FAM63B	4.46894304432486
GLE1L	4.78857944879988
CES2	6.55301189721446
GNAS	10.1458494509132
KATNB1	5.43918119651357
CPLX3	3.96757166448312
WNT8B	4.3188896100213
TSPAN13	10.6752346494497
MRPL52	5.03354113171514
GHR	8.5738150833472
DUX4	4.35456080378759
BCLAF1	7.67649452113835
GOLGA3	6.58979844989146
CLEC4E	4.14026030289939
SCUBE3	4.47758708603278
UCRC	10.3949149365592
CDKL3	5.54616994224883
MGAT4B	7.37097216118986
BBS7	3.80608031169139
ZNF345	4.74011765156852
RTF1	5.92540838322178
SERPINB9	5.19195831677214
DHRS7	6.31695846496245
RIPK4	9.36807251498506
PLEC1	6.15809590336874
PIP3-E	4.51648153666526
KNTC1	5.47765773437823
EXOSC2	6.64921341038813
MS4A2	3.62383595508976
FGF17	3.85945052019815
WDR59	5.346870373173
LAIR1	4.50305911522038
EVI2A	5.3398330168438
IL17RC	4.52236026907211
GTF3C3	7.21899343380818
HS3ST1	4.71435138957706
ITGB1BP2	3.64637237063667
RBPJ	9.04666608603323
LRRC8D	8.19624295800812
ALDH18A1	8.23566061385143
INE1	4.13846086798135
TPI1	9.97361723436118
FLJ20035	5.78169688519545
GATA6	5.6105187857628
CABP1	3.86123166891963
RASGRF1	3.98111927222192
C4orf15	5.30232166738399
ALDH2	8.57229892149006
DAPK3	4.05698840470049
C3	7.67816769626896
EMP2	9.0192613748079
GJB1	3.92988946774188
PIN1	6.79237239388422
SLC6A15	6.39834575838502
POLE3	9.5668734847026
RIN2	10.5180011483943
CTSL2	5.08988652848726
APOC4	4.35637553286246
CYorf15B	4.21935835835026
TRIM2	5.63644872083038
CP110	5.43089301523902
KIAA1622	3.95470777378756
DNM1	4.8588700967658
HYOU1	9.01252446113686
OTUD4	5.7678045876025
USP7	6.18149017904595
ZSCAN16	4.52309121509281
ASCC1	6.93287596014853
OTUD3	4.40094274079118
YME1L1	8.9669808975911
HNRNPR	9.56209845390954
SERPING1	7.1688087462753
TPCN1	6.42518900621284
STARD13	4.18417784436827
PCBP4	4.7258801419496
ADI1	9.82086181238318
ASIP	3.43005024959401
CDH10	4.2031811441944
WBSCR22	8.37458171083862
SCP2	9.09568176526223
KL	3.6130685473459
SLC35D2	6.45852764483102
MAFK	3.85223364435341
SON	8.34498650112932
SBNO2	5.05223419871195
RACGAP1	9.01956307301746
SC4MOL	8.88586363113372
SLC6A6	3.6424097099235
OBP2A	3.9860479052764
PSMD3	7.30283077776243
ERLIN2	8.56082294387764
PPP1R9A	4.08364958423077
RAB35	5.081828790616
PDZRN3	3.68740291672184
AVEN	5.52141449367044
FLJ21075	4.24991260104631
BCAM	4.79468169294998
C14orf132	4.22299104244009
PCK2	6.71162108125872
FKRP	3.64085909474974
HLA-DRA	10.4445832228001
GUCY2C	3.38190779911594
RP11-125A7.3	4.88479860205242
BARX2	4.30612665121972
DAO	3.90031976778886
EDNRA	4.71033056337482
NIPBL	6.48217672621333
ZNF331	5.31111717303082
PPP2R5A	6.89576450758221
HMGN4	9.04902292113169
DDX39	9.67434196485618
EFHC1	4.08716384372201
EIF3M	9.28040788644862
SLC17A3	3.43279967113883
ZNF24	5.23905465544298
ASCIZ	7.83962323861274
FNDC8	3.71914876460176
ESRRA	6.18243906228076
PTMS	4.93715225093573
PHF7	4.03772322099261
PIP4K2B	5.36351319143996
IRF3	5.5988596545379
GPR19	5.49189357665593
HHLA2	3.90515918229057
GMFG	6.16453456195381
BDH2	6.16443036854252
APOBEC2	3.98949870690855
PRSS21	4.75253908601711
PENK	4.15536796253224
PHF16	5.63706040542571
ZMAT5	4.88859685448282
SMAD9	3.50143462576664
SLAMF1	4.03927099940829
RGL1	6.48484095988837
DLGAP4	4.896139834013
MBD5	5.15663244795567
PHLDA1	4.755384255401
BACE2	9.91078086746866
APPBP2	6.1827568342671
LIF	4.22021505113067
OXTR	3.64626699465476
ACTC1	4.25696477078862
USP19	3.75260482512004
SUV39H2	3.33039706786485
ERO1L	6.5788229749209
ZNF395	7.24123488710586
CNTFR	4.13348357181701
HIST1H2BL	3.66723544211018
WNT3	3.87241656213516
ZNF549	3.97207836333712
ZNF467	3.69806461524151
SLC25A21	3.64796734357017
IL5	3.65553083233743
CLSTN2	4.70441291510643
LSM12	8.14681211769473
KRT37	3.80733723230506
NACAD	4.16581587839707
NAG18	3.24484533567424
PTGES	4.88598350125212
GDAP1L1	3.65476493720826
MFAP5	3.44385424983677
OPRK1	3.67545143478484
C12orf4	5.6229045175546
NTAN1	7.97920004625557
CST3	10.2032059426923
WDR6	5.09312366813208
NUP88	6.14921465986312
CD300A	4.65407077001279
FCGBP	4.29592177935937
CNIH	10.3158449885762
VASH1	4.16180248407568
DHX16	7.3300910567132
SLC35A5	7.35071235099383
CLEC3B	4.33850082440532
ARL2BP	6.38615062402625
C10orf79	3.76676505087208
ZNF79	4.31155875196098
CRP	3.72922055066501
OCRL	5.71911397505594
GLA	7.79681703793576
NEBL	4.90112330557705
HSPA8	11.1983958796301
DIDO1	4.75953094193955
PLA2R1	3.56935094107855
NGDN	8.48959540752598
CBFA2T2	4.71846452068529
SAC3D1	7.15765363065639
PNOC	4.13974134534475
PIGP	10.101069676755
AGGF1	5.51578897329257
PRRG1	4.71127101250304
DPF2	7.43697492106423
MYH13	3.25956972865136
TMED9	9.00221360942316
TRPV5	4.30906773133666
UGT2B4	3.79255053017566
PJA2	8.18922900847756
COLEC11	4.50226258021521
SCYE1	7.36316037504544
MED12	5.52715362379306
CARS	7.85552104163623
MYH1	3.72804578228745
CYP7A1	3.01350908092415
PHF1	6.40736774678218
LOC644096	7.1793638043479
FRYL	5.8755729492249
RHOBTB2	4.07014256901332
MMP27	3.50569103328505
ZNF432	5.12943207397872
SRD5A2	4.23917793010628
UTP14C	6.72374904890973
RABEP2	5.12143281165351
VWA1	5.04721312966315
FUBP1	5.66117680606741
IGLL1	4.47260222370099
KIAA0586	4.90273189141692
IL27RA	4.66047157286116
STON1	4.18469831402818
IL5RA	3.81409932862756
PERP	11.8866406555008
SMPD2	4.74828387113577
TNFSF12	4.22055900282481
FN1	8.53753526934975
MTR	6.62799679532222
CSRP3	3.60185521458903
MMP20	3.47712346306252
PHLPPL	5.12554180294085
CBX6	7.39036867395311
DHFR	5.92757498708773
PRG3	3.52925502900659
ALPP	3.58825530357069
ASH1L	4.81523102376828
CHRNA2	4.29307966261479
PPP1R12A	6.64580012713074
RBM38	4.80127339480245
ZNF7	7.2649847174305
RDH8	3.85705668968977
GPR132	4.29496984238815
DGKD	5.81544593965897
TPMT	6.44906537482857
ATP1A1	10.157116369829
SERTAD2	8.3388092726906
C5orf4	4.94180828081052
ZNF672	5.64008459637864
PLXNB3	4.20106198777994
FAIM3	4.63616281038278
UBQLN2	9.74240833406343
NR1I3	3.50859767769775
ACVR2A	6.22534293394378
YWHAZ	10.9718420685025
LILRP2	4.09249843565958
GNAO1	3.81397333425496
OPA1	7.12668777535403
RPS6KA6	4.03652377783525
RPL10	13.1181429712880
MMP23B	3.65204284686994
PFKL	6.80838389575714
TMEM140	5.53731012664108
AURKB	5.88664028341828
IFI16	11.1073556579502
CSTA	12.0916729783672
PRPF39	5.23557618628502
DISC1	4.1259087644658
USP4	6.29022504434009
OSBPL10	4.58863755670634
CAPN6	3.75832336632023
CLTCL1	4.22729085929418
NUAK1	5.62412074795671
ALG6	7.97098397971456
NPPA	4.48498842592790
LAMB3	6.45489804457162
PPL	7.93913591154539
LRTM1	3.47640889796372
RRAD	3.61085396927471
TIPIN	5.44845046014537
CARD14	3.65259402143936
RBM9	6.83581969772466
LCN1	3.97256047763927
RALGPS1	3.631266773639
NCOA3	6.25981407952663
CCDC6	5.24107264447174
RASSF4	4.17899074728611
MTHFD1	9.27863619104571
FCMD	6.03037179306288
IGHD	8.03269148811651
PLA2G6	4.75110759926837
TPT1	12.2851134707860
S100A3	4.57021508331694
SEC63	6.14209536852282
C10orf59	3.44427054394699
TOR1AIP1	6.09622727077791
PAFAH1B3	7.54584424412225
CEBPD	8.48787817418444
ZNF107	4.41703957835351
ALDH6A1	8.68898060816752
G6PC2	3.9859008128922
SNTG2	3.01517460359553
GRWD1	5.06214102655039
FLJ22222	5.37724628164731
BCKDK	6.09298064813409
CTSB	10.0691986512242
PFKFB1	4.16372153088702
ZFP36	9.0215666277114
SVEP1	4.38609969558917
PXN	5.16329756612155
TNF	3.61656286522634
SIRT2	6.91235725368018
C5orf21	6.37407673674795
VIL2	8.5493014881228
DIXDC1	4.64296446625311
GANAB	8.33193407561786
PDSS1	4.71949274939512
GRM6	3.76639312950878
NGFR	3.25849961364399
ATP8B4	3.32828978884898
MEIS1	6.86539648914672
BMP8A	3.95795744624571
NGFRAP1	10.2558469187989
EDAR	4.19695640450598
NEDD4L	4.87024561447641
CRYBB3	4.01963246486176
C6orf60	4.15809189592919
IL1A	3.73431207721772
GNRH1	3.30725140345913
PDGFD	4.895438640253
CACNA1H	4.1357513954037
TXNDC3	4.00872541422682
ERCC1	7.52150770931404
CAV3	3.77227631047021
HARS	8.1099222924406
AQP8	4.04357370608126
CREBBP	5.15942329450191
ITGB1	5.37198091774755
SPACA1	3.68374114501258
ZNF254	4.09702568623755
PARK7	11.2921797826574
PAX1	3.74767036288642
PSMC4	9.18932659966959
KCNH4	4.16880262659049
TUBA1A	8.2569322437991
PRMT8	4.03600537553961
SELP	4.65497837591743
PSMD8	10.4049830071737
SOX10	4.57394587373498
HTR1E	4.64186763607399
RABGEF1	6.90190191315653
EPS8L3	4.37654672018119
MAP1LC3B	8.14962603863765
AGXT2L1	3.26693090955633
CYB5R4	7.06430464252251
MEMO1	8.36548718344001
LRBA	5.34669821780577
TRAPPC2	5.40732741743548
FLJ14107	3.78628269125904
FNTB	4.72618374777209
MYST3	6.03792174694425
KRT8	7.53972490390232
AURKAIP1	9.30552477326319
LMAN2L	7.4253318111975
C1GALT1C1	6.04903771613439
DSE	5.4972225258084
FHIT	3.91884977423931
OSBPL3	5.82450130566034
PPOX	5.96127472171465
SLC39A9	4.59901975955219
EPB49	5.05541682915709
LOC137886	6.59451049874128
C7orf49	6.46195549087536
RHCE	4.26764439414974
CST8	3.99922122438344
ATG7	4.7741441944518
SPP1	10.8037705805526
GLI1	3.90037993577948
HYPK	8.73869398156592
SFTPD	6.04275215815279
MCFD2	7.17713785578212
ZNF157	3.98323570594683
EPS15	7.41366808263175
SFRS2B	7.29977984400009
BTNL3	4.46531317741958
GPR23	3.74115690854444
TRPA1	3.74587257542549
ASPSCR1	5.50296154450483
GNS	8.30018607697211
FDFT1	9.1835661774255
ENO2	5.68528958184076
CBX1	8.17359647403636
PTGS2	8.44420380338694
BMP7	4.42619768790861
CCDC90B	8.12988968347522
LRP5	5.63766740910804
UBE2D3	9.74864656925862
ARFGEF2	5.42630839763932
ARR3	4.24345512217054
MAP1A	3.99408052651276
NEFL	3.8005285793859
CD2	6.07054109050343
FLJ23861	4.12062153460695
NAV2	3.62651716318562
ENTPD2	3.88980722733704
COX7B	10.5203172596020
ATP6V1A	8.90750620799798
TRGV3	4.15649234718987
ANKRD17	7.20093571190036
ADH1C	5.70913946399431
ATXN7	3.91109130726468
IL21R	3.89532094014323
CHN2	4.04781636848311
HAS2	3.62869616672914
C6orf48	10.0852938255009
TGIF2	4.70137002947763
KIAA0241	4.65406574255648
IGF2AS	4.04427270492128
CYP2C9	3.87992879184709
DNMT3A	4.35632313936302
CNOT7	9.4928619529903
FCAR	3.49735033497258
SFRS10	8.43799241039577
MARCH3	5.55271998332908
RUNX1T1	3.53371683768404
CTSK	7.59876119816419
LRRC61	4.63114418734129
HNF4G	3.71703155236168
LRCH4	5.20750576579019
PSIP1	6.01165552197569
AP2B1	6.0469184910351
C7orf28A	5.09205107577549
SMCHD1	5.07484360902035
EIF2C3	5.5579394830397
S100B	3.87620469181188
BMP2	5.770058216753
POP7	9.00885806194479
UGT2A3	2.98424781475578
ESR1	4.11761250765764
ZFPL1	4.93950927067276
ARHGAP12	4.59645742341941
PGGT1B	4.27268174866105
LRRC19	3.10975574571853
ZNF767	4.68404529198591
DEPDC6	6.98236252004318
SLCO1B1	3.79114321018919
SST	3.97430517323444
NACA	12.8826091887870
KCNN3	4.1990164247345
GLOD4	7.54013418882567
SCCPDH	6.45228108780652
PRF1	5.88753532936751
LST1	4.66127642251891
CDK4	10.3792571209217
TCF15	5.18158268433455
PARC	4.68773992611848
PRMT1	8.5110016980144
ITIH3	3.50180220534202
PPM2C	5.60492383865844
TEX10	7.46601171811114
EDA2R	3.61833531220934
LOC283345	4.6042097902129
NARFL	4.77811614203818
DENND2A	4.27443176029109
C1orf103	5.48507480944809
DMXL1	6.4422395157609
KCNAB1	3.99972824181791
FLJ20254	7.66341488539523
RBM3	7.2050862493396
GPR1	4.68985372864759
DMTF1	6.72950219098017
HTR5A	3.95948367529606
MXRA5	7.2810458099773
GRM1	3.72927937290852
SCFD1	8.04846425720326
RAPSN	3.86191599543052
ACOT9	6.71807941240911
PDE4D	3.83514996587731
TRPC4	3.67558452677967
EPHB3	7.16077515798265
GEMIN4	5.80230158536587
RAMP3	4.34295074709487
CNTN5	3.76985841993622
DLEU2	4.45470003623109
TSPYL5	4.70192329763955
GRTP1	4.36736529021958
ITGB8	4.11958882923423
GAP43	3.83510378928164
FRS3	4.25418625187779
PDE3A	3.76379337304855
TNFRSF10C	3.55501758828415
JMJD5	4.38756261273553
OTOF	3.55126762542900
TEX14	3.32570044797658
XYLT2	5.03322990592543
HIPK3	3.7100278079815
XPOT	9.42247096910798
RRH	3.36858079356464
CDR2L	5.34048622386604
GAL3ST1	3.57627454469473
DHCR7	5.63467104127988
PDZD7	3.87650214573533
FGFR4	4.32634238947853
CRAT	6.28206949386157
C1orf217	4.04653453821848
SLC19A1	4.13560627750770
PPP1R14D	4.25061142061456
LIMS1	7.31109402313756
TMPRSS11D	5.94928519036662
TRIM14	5.58912603446728
PIK3CD	5.06204201914037
MFAP3L	3.72720410204695
DERL2	7.44189822185324
SLC7A11	4.39028089077726
FHL5	3.32648517199405
OR10H2	3.45201231667536
ACAN	4.018380353636
BRWD2	7.03624891867877
PPM1E	3.4181215471026
DCUN1D2	4.82122190211896
TINAGL1	4.79330582594455
C3orf36	3.28708571369601
DOCK4	5.70518191775272
ENOPH1	8.48920534565176
FAM127A	8.39618730817489
SLC5A3	6.04590860596409
ARPC1A	9.70959238059788
CHST2	4.43277686480804
SPATA2	5.68161096230388
PGLYRP4	4.40484297996144
RUFY1	8.10468544646103
NTS	10.6658859399229
FRMD4A	3.55730324187724
RPS4Y1	12.6949867304575
BCL11B	4.38974843501465
TNFRSF8	4.49622622535766
FOXE3	4.12749501951448
PTGIR	4.4378870373004
ART4	3.77576337702706
EVX1	4.4351127039202
PRM1	3.85475208115528
GLCE	4.14935035184305
GPR18	4.20594504515264
ACAA2	5.43558480997451
PIGK	8.09788119230526
HIST1H2AG	4.93649147254644
C16orf67	4.30056175462239
UQCC	7.19722359349456
PLS3	10.9829953149130
DAG1	6.18037752790805
WWOX	4.31927671444819
GTSE1	5.30962983497491
GP2	3.83982196405937
CHIT1	4.59165998675964
PLOD2	9.66421614169526
RPS24	13.0765259644830
KLF9	4.85981143680652
TTC27	7.88253139040608
PYROXD1	7.08904631658199
MIA	4.54288296873896
TSPAN2	3.85131413225495
MRPL9	7.44208571562963
PCSK2	3.77926227768824
PI3	4.86256074473517
RPL24	12.8281911180178
HIST1H2BE	5.66730193651745
CD86	5.52493142435401
CALM2	11.3565994600413
LFNG	4.02237678784903
GYG2	3.9180432184077
INTS12	6.80819277474344
RAB4B	6.26509763884173
CTSF	7.37461553752032
HUNK	3.64299871843816
GNA13	4.38619602383044
B4GALT4	7.72608685038971
TSPAN31	6.16467787314498
CHD1L	6.18882846852469
CNKSR2	4.08504982997487
C1orf156	5.58529989122779
IBSP	4.00450955308332
FUT8	5.92416598709711
TRMT11	6.10383684765737
AGA	6.98209281686718
GFRA2	3.82163950921527
WWP1	6.32491117784057
B9D2	4.79872224944819
CPZ	4.03249308184756
STAT1	7.82486922637549
PTTG1	11.0605364672600
TMEM62	4.43643222917335
COL8A1	3.33716413330186
RBPJL	3.56343160985796
CASP8AP2	5.66605275930486
SSBP2	6.1344794343406
MMP12	10.3683346039177
NME4	7.08456301262491
LOC55565	4.25954228866686
GABRA1	3.96886626554853
PEX11B	7.95489845007052
HABP2	3.90586034986527
REEP1	3.90056420191639
C9orf156	5.29482797200741
SMARCA1	4.18517412443569
WEE1	6.05099878842104
APOF	3.19189026364206
GCDH	6.03456004397379
SSR4	11.0455627110457
SPAST	5.46183849262154
RGS1	7.43928723615287
ACCN4	4.02060054859574
PLXND1	5.41919717456153
FLJ20489	6.09972791441483
MLCK	3.33167909184488
INTS5	6.1946513647426
BSG	9.82432901387872
PARP8	8.32609821372058
ZNF215	4.5659197420585
TEAD4	5.35735104777144
PDE7B	3.70832415034664
MS4A3	3.35227557080038
DTX4	6.99710374465612
EFEMP1	8.22638749598358
TNRC6B	5.919302354434
TULP2	3.7816430630748
RERE	4.59410974711016
BNC1	5.53270310963122
FGFBP1	8.32783809258613
TIMM8A	5.19225834461992
PIGB	5.29748460337102
AJAP1	3.70940475195467
COMMD8	7.2296759458365
TRIP11	5.58365770909493
SLC25A42	3.25323652284322
SYP	4.31392816186775
PCDHB6	4.81188862431978
FLJ12716	5.29853235165001
FKBP8	4.6474455804517
KIAA1109	4.32154830720933
PTPRC	6.06922324025025
POT1	6.82569192613915
CCT7	9.69921404615376
MMP11	4.40451104299308
MYO1E	5.44213964248051
EEF1A2	4.36946848587019
MIPEP	4.71336543190202
ZFX	4.50832178599013
UCHL3	9.21473769248366
LRFN4	4.93886096490263
XCL1	3.97111014190832
CARHSP1	5.5611371188539
GREM2	3.37730944003938
CCDC102B	3.5371385206031
HDDC2	7.34078854445684
SHC2	4.17594435509574
SDS	5.7616608913894
CASQ1	3.82110489984802
LYPLA3	5.04585929268242
INPPL1	5.89219944884182
SLC25A40	4.93640448420208
IHH	4.60387226717382
CHGB	3.31765909183013
COL9A3	3.54555570722205
C2orf18	4.95334817556961
DDEF2	7.11380447085175
BUB3	8.99883494918691
C6orf211	6.2741291458718
FOXD2	4.09977542037559
GGH	9.48794746197183
GGT1	4.01036760871848
ADARB1	4.05115051296205
VPS35	10.1254257681912
CNN2	7.4940293506692
DBP	4.43851535331652
WNT1	4.02075448662912
COL5A3	4.29639422139964
RHOD	6.8584451075726
ASNA1	8.7925292820744
WDTC1	5.92007894074137
COL4A2	7.60543091172244
HEBP1	9.7857878867325
SLC1A6	4.56182351922773
LUM	10.7165889195319
C1S	8.8493288322232
TCF7L1	5.55185444565472
ZCCHC6	6.88696953890532
ME2	6.23842806499538
PAGE1	3.73711672460363
DTX2	5.23479243932402
KPNA4	5.78571087306484
H3F3A	10.4398184585838
GLO1	10.8947022325883
WDR61	6.69395087381601
CD302	5.23912634837279
SIRT7	6.59644240897542
D4S234E	3.7156814639832
RABIF	6.86292107332423
DYRK3	5.00720541989194
PKIG	5.48426471471562
PFAS	5.21676746483539
ALOXE3	3.93926767000939
RPLP0	13.2130399758092
RBM34	7.28386791777818
MKNK2	10.6910806643189
ZNF528	4.46315002809827
U2AF2	5.31347222271457
SEC16A	8.48026041748912
EFNA5	3.99176246386382
ZNF44	4.88604464234481
FCGRT	6.53968385071252
NOL4	3.78075490827683
CCS	5.60052558020331
IGF2BP2	4.50556153808671
MFSD7	3.84669198104340
OR1D5	3.65248111181696
SIX6	3.98017950703084
CCR6	3.460586879381
TSSC4	5.3416069096059
COL11A2	4.24507477939835
CHRNA6	4.39687414720829
PLD2	5.22148873807245
PALM	5.12154995841725
ORC1L	4.74401062600652
SASH1	5.12666509166293
PUM2	9.24086221115154
ZNF365	4.92754686669603
CDC14B	4.97903611283254
PHC1	5.03432427664522
KIAA0913	4.72564657152512
LDLRAP1	6.55807849563653
NAT8B	3.56060525452224
PPP3CB	7.44655606073857
ANGPTL4	4.37110048844016
HHEX	5.22275968039125
LSM14B	4.73101546792151
PLCH1	4.03783228799821
INSM1	3.15996585438495
TLN2	4.41539685526439
ZNF493	3.55562160733765
HDAC4	4.95400030342451
GLRA1	3.72328180455786
RPS6	12.1312531622950
SFXN1	5.67583807827673
FAM102A	7.21514443847178
KLHL1	3.89671007673727
SAPS2	5.12743708180088
CTNNBIP1	6.89090742777049
SCGB1A1	7.40235816047716
SCAND2	3.95032459477769
HMGN2	11.9278544432473
NEUROD2	3.4486084980809
YAF2	5.11095572721857
BRPF1	5.56079671096114
RICH2	3.78731553867889
TBCE	7.36972619517848
LIAS	5.75280365746589
MAPK1	6.72586163240512
MRM1	4.88630202072287
HDHD1A	8.32134227184756
CTA-246H3.1	7.12279008717398
ATP9A	7.67405602956114
HSD17B3	4.02441465784239
HN1L	6.26669333648875
SAG	3.95366539658020
C20orf10	3.76141478113851
CTRC	4.2815149412013
HNRNPA2B1	10.9416452361495
RNF216	5.03228321230308
GADD45A	8.73531502714042
MSH4	3.84737788464734
HOXD12	3.64907007643135
TMEM70	7.21398257462021
PPP1R14B	8.18333855295209
SBF1	4.62876101330202
HIST1H2AM	3.90658025966877
GNG3	4.22989051006545
C1orf50	6.44455491513612
FTO	7.50888463613882
CALCB	3.4298019456645
PPP3R1	5.87714443698335
USP46	5.43782114346578
CCNJ	5.24315829039641
PSD	3.66987553464237
GNAZ	3.72066604692501
FAM57A	6.37566615745592
LILRB3	5.15678287140669
DHX8	6.4433546141783
SPI1	4.73583550082490
OXSM	6.54616417102322
GYS2	3.31915472159099
UBE3B	5.45407433699448
PLAT	7.7465701873896
NUPL2	6.71198387416984
SF3A1	7.68840228959675
COPE	8.4528772842837
EIF3A	9.18053976078834
IQCE	4.59901567198562
FBXW10	3.18868255685022
KIAA0182	4.99341871393517
YRDC	8.07366337005042
GPRC5D	4.30830027981189
LRRC23	4.35159142406519
BLVRA	6.6024196664744
SLC22A7	3.78909409841099
RASL12	4.17059305666956
DAZAP2	9.778661705087
IKBKB	5.18414287733184
PPFIA2	3.97089702841498
ZNF271	5.4750775680998
CXorf6	4.45774407636704
FRG1	7.46816262743784
BTN2A2	4.27440062010174
THBS4	3.66169786754546
ARHGAP1	5.85119735259271
ENOX1	3.56166435936270
ZNF706	10.6117046433051
DOK1	4.16261890178202
FCHO1	3.91903915485117
PGAP1	4.55847349865975
HOXD10	3.89537697140089
CXCR3	4.19614208056209
FSCN1	7.9121843577009
KIF17	3.93480711826896
TRIM66	4.02331460280878
CHI3L2	4.1761303766706
SRPX2	6.07868962722815
C13orf24	6.26419430638472
CBR3	5.21274809771166
ZNF132	3.29712785961586
AQP3	11.4024039639632
BNIP1	5.24956791050036
ST6GALNAC4	4.71901367617412
KIAA0391	5.59518564672081
KRTAP5-8	5.0252707094287
SIRPA	4.58654433221919
LYVE1	4.34444640658148
IGFBP6	5.50779149536965
APOH	3.60999738459701
TSC22D2	4.71817873084068
PLCD1	5.14645680605835
NPHS2	3.56830013382980
ARHGEF15	3.75267984978388
M-RIP	6.57536543425909
POLDIP2	7.4274182250597
NDUFV1	9.04115847059072
SRD5A1	8.22034334141554
RAB3GAP2	6.94767215956877
CLEC7A	4.77142730568155
REXO4	4.97679632551842
HSPA14	6.66355050387887
TAAR5	4.21460919915212
ZNF142	5.44711552113474
MUT	8.64756722861294
C2orf43	5.43902389848281
SELPLG	4.85103231966246
BAZ2B	5.5148976160129
SLC38A3	4.04152848328788
BRD7	8.25077808672689
POU6F2	3.68621592292681
NISCH	6.83050244110435
TCEB1	8.71519064742225
OPCML	3.79415415629145
DTYMK	7.38993219842633
TAX1BP3	5.24378893046555
F13B	3.42757679349848
RPL34	10.7935032950430
AKAP12	4.13643999763259
MARK2	4.65797813961735
AMBN	4.08323778450556
C14orf32	7.41733812466603
FLJ21865	5.8857326746752
HSD3B2	3.60311954292078
HMG20A	4.66781927527469
WDR77	6.8790244307456
ATF2	5.2091018460475
C10orf137	5.77829644833264
ARL6IP5	8.65874919441882
QTRT1	5.52599565508133
CCNT1	5.57288418808906
AP1B1	5.83303956494019
CD74	10.2453147782481
DYNLL1	11.3313256475294
PLSCR1	9.43510774293402
LIPG	3.71538747590980
PHACTR2	5.27212428710453
SLC35E1	6.76369218233887
VENTX	4.08871643441021
FEZ1	5.64438607418964
APOD	4.93197048424077
LAD1	8.28086221997446
C16orf44	4.40084934612803
C1orf166	5.78959413806512
PAOX	4.91997177814835
MAPK8	4.71497671395064
NELF	4.7203235944453
RBBP8	6.60741870483255
DNAJC8	6.43983265902946
KCNJ12	4.11277068964034
WNT11	3.63550745895762
SRP54	8.65340655688793
GPR35	4.07585074481972
NRGN	4.24375755751744
IFNW1	4.11530294878145
ACVR1	8.02379224779936
SCN1B	3.99551909182825
RNASEH2B	4.8837369805296
STAR	3.91107575942377
C14orf65	4.26313463957344
TAAR2	3.79592232930614
VAMP5	5.25139037961323
TUBA1C	11.2249798145327
PIK3R2	4.74854584598697
ARD1A	7.36848194973884
SYTL2	3.75537050145996
UBXD2	8.87485155663754
EBF2	3.75443625103867
CAMSAP1L1	6.08535834366491
CYP3A43	3.52416421825884
CCDC91	6.08565074660714
AKR1B1	8.37135604508511
KAL1	6.6763624816197
GRID2	3.67702094488839
ZNF423	3.95444882539212
PSMB4	11.0468435733145
ARPP-21	3.76547560335207
XPNPEP3	5.84608563999924
CYBB	5.87025455240468
UXS1	8.09671547615103
SART1	7.43268678264758
C7orf16	3.52896029416573
SPTA1	3.59715348981881
SHB	4.54857606207876
CHST7	5.7485470743619
SEMA6D	3.93564823746947
IKZF4	4.10776111051678
NDUFA1	10.1833824753075
HSPE1	10.0676987480743
MAPK13	7.63471213707068
MYCN	3.94738001705844
KCNJ3	3.28011317982894
ZNF573	6.39100976217861
PCDHGA8	4.2326372791378
